"lang"
{
"Language"	"ukrainian"
"DOTA_Chat_DisconnectWaitForReconnect"	"%s1 відключається від гри. Будь ласка, дочекайтеся його/її повернення до гри."
"DOTA_Chat_DisconnectTimeRemaining"	"<font color='#FF0000'><b>%s1 має %s2 хв. для повторного підключення.</b></font>"
"DOTA_Chat_DisconnectTimeRemainingPlural"	"<font color='#FF0000'><b>%s1 має %s2 хв. на повторне підключення.</b></font>"
"DOTA_Chat_SafeToLeave"	"<font color='#00FF00'><b>Цю гру відтепер можна безпечно покинути.</b></font>"
"DOTA_Chat_Reconnect"	"%s1 повертається в гру."
"DOTA_Chat_Rune_DoubleDamage"	"%s1 застосовує руну <font color='#82CAFF'>подвійної шкоди</font>."
"DOTA_Chat_Rune_Haste"	"%s1 застосовує руну <font color='#F62817'>прискорення</font>."
"DOTA_Chat_Rune_Illusion"	"%s1 застосовує руну <font color='#FFD700'>ілюзії</font>."
"DOTA_Chat_Rune_Invisibility"	"%s1 застосовує руну <font color='#8B008B'>невидимості</font>."
"DOTA_Chat_Rune_Regeneration"	"%s1 застосовує руну <font color='#7FFF00'>регенерації</font>."
"DOTA_Chat_Rune_Bottle_DoubleDamage"	"%s1 закорковує у пляшці руну <font color='#82CAFF'>подвійної шкоди</font>."
"DOTA_Chat_Rune_Bottle_Haste"	"%s1 закорковує у пляшці руну <font color='#F62817'>прискорення</font>."
"DOTA_Chat_Rune_Bottle_Illusion"	"%s1 закорковує у пляшці руну <font color='#FFD700'>ілюзії</font>."
"DOTA_Chat_Rune_Bottle_Invisibility"	"%s1 закорковує у пляшці руну <font color='#8B008B'>невидимості</font>."
"DOTA_Chat_Rune_Bottle_Regeneration"	"%s1 закорковує у пляшці руну <font color='#7FFF00'>регенерації</font>."
"DOTA_Chat_NoHero"	"Без героя"
"DOTA_Chat_InTheBag"	"%s1 віщує перемогу своєї команди!"
"DOTA_Chat_SecretShop"	"Рушайте до таємної крамниці, щоб купити %s1"
"DOTA_Chat_ItemAutoPurchased"	"Для вас придбали %s1!"
"DOTA_Chat_ItemsCombined"	"Ваші предмети склалися у %s1!"
"DOTA_Chat_CourierLostGood"	"Кур’єра Сяйва вбито."
"DOTA_Chat_CourierLostBad"	"Кур’єра Пітьми вбито."
"DOTA_Chat_GlyphUsedGood"	"Споруди Сяйва були фортифіковані."
"DOTA_Chat_GlyphUsedBad"	"Споруди Пітьми були фортифіковані."
"DOTA_Chat_CantUseActionItem"	"Ви не можете зараз використати «%s1» — %s2."
"DOTA_Chat_Bot_Gank"	"Атакую %s1!"
"DOTA_Chat_Bot_PushTower"	"Протискаю %s1"
"DOTA_Chat_Bot_Defend"	"Захищаю %s1"
"DOTA_Chat_Bot_Roam"	"Переходжу на %s1 для нападу"
"DOTA_Chat_Bot_RoamGank"	"Йдіть на %s1!"
"DOTA_Chat_Bot_GankRetreat"	"Відступаю"
"DOTA_Chat_Bot_RuneTop"	"Перевіряю верхню руну"
"DOTA_Chat_Bot_RuneBottom"	"Перевіряю нижню руну"
"DOTA_Chat_Bot_Roshan"	"Б’юся з Рошаном!"
"DOTA_LaneNameNone"	"базу"
"DOTA_LaneNameTop"	"верх"
"DOTA_LaneNameMiddle"	"центр"
"DOTA_LaneNameBottom"	"нижню лінію"
"DOTA_Chat_ActionItemReason_Unknown"	"недоречний момент"
"DOTA_Chat_ActionItemReason_Dead"	"ваш герой помер"
"DOTA_Chat_ActionItemReason_Cooldown"	"заряджається (%s1)"
"DOTA_MiniKillCam_KillerInfo"	"ВАШ УБИВЦЯ:\n%s1"
"DOTA_MiniKillCam_ReadytoRespawn"	"Готуйтеся до відродження!"
"DOTA_MiniKillcam_TotalDamage"	"%s1 ШКОДИ"
"DOTA_MiniKillcam_OtherDamage"	"Шкода від кріпів"
"DOTA_MiniKillcam_KilledByGood"	"ВАС УБИТО\nСяйвом!"
"DOTA_MiniKillcam_KilledByBad"	"ВАС УБИТО\nПітьмою!"
"DOTA_MiniKillcam_Timer"	"%s1:%s2"
"DOTA_Chat_Good"	"Сяйва"
"DOTA_Chat_Bad"	"Пітьми"
"DOTA_Chat_Melee"	"мечників"
"DOTA_Chat_Ranged"	"магів"
"DOTA_Chat_LaneTop"	"верхній"
"DOTA_Chat_LaneMid"	"середній"
"DOTA_Chat_LaneBot"	"нижній"
"DOTA_Lobby_Player_Joined"	"%s1 заходить."
"DOTA_Lobby_Player_Left"	"%s1 виходить."
"DOTA_Lobby_Become_Leader_Self"	"Відтепер ви — господар лобі."
"DOTA_Lobby_Become_Leader"	"Відтепер %s1 — господар лобі."
"DOTA_Lobby_Game_Lobby_Setup"	"ПАРАМЕТРИ МЕРЕЖНОГО ЛОБІ"
"DOTA_Lobby_Game_Name"	"НАЗВА ЛОБІ"
"DOTA_Lobby_Game_Mode"	"РЕЖИМ ГРИ"
"DOTA_Lobby_Region"	"РОЗТАШУВАННЯ СЕРВЕРА"
"DOTA_Lobby_Team_1_Logo"	"ЛОГОТИП 1-ої КОМАНДИ"
"DOTA_Lobby_Team_2_Logo"	"ЛОГОТИП 2-ої КОМАНДИ"
"DOTA_Lobby_Team_1_Name"	"НАЗВА 1-ої КОМАНДИ"
"DOTA_Lobby_Team_2_Name"	"НАЗВА 2-ої КОМАНДИ"
"DOTA_Lobby_Enable_Cheats"	"Увімкнути чіти"
"DOTA_Lobby_Fill_Bots"	"Заповнити вільні місця ботами"
"DOTA_Lobby_Intro_Mode"	"Ввідний режим"
"DOTA_UI_Cancel"	"СКАСУВАТИ"
"DOTA_UI_Ok"	"ГАРАЗД"
"dota_region_us_west"	"Захід США"
"dota_region_us_east"	"Схід США"
"dota_region_europe"	"Люксембурґ"
"dota_region_hong_kong"	"Гонконг"
"dota_region_singapore"	"Сінгапур"
"dota_region_shanghai"	"Шанхай"
"dota_region_beijing"	"Пекін"
"dota_region_malaysia"	"Малайзія"
"dota_matchgroup_sa"	"Південна Америка"
"dota_matchgroup_eu"	"Західна Європа"
"DOTA_Hero_Selection_Timer_Second"	"С"
"DOTA_Hero_Selection_Timer_Seconds"	"С"
"DOTA_Hero_Selection_Search_Field_Default"	"ЗНАЙТИ ГЕРОЯ"
"DOTA_Hero_Selection_Filter_All"	"УСІ ГЕРОЇ"
"DOTA_Hero_Selection_AdvFilter_Carry"	"Carry (лідер)"
"DOTA_Hero_Selection_AdvFilter_Initiator"	"Initiator (ініціатор)"
"DOTA_Hero_Selection_AdvFilter_Support"	"Support (підтримка)"
"DOTA_Hero_Selection_AdvFilter_Pusher"	"Pusher (обложник)"
"DOTA_Hero_Selection_Team_Good"	"СЯЙВО"
"DOTA_Hero_Selection_Team_Bad"	"ПІТЬМА"
"DOTA_Hero_Selection_STR"	"СИЛА"
"DOTA_Hero_Selection_AGI"	"СПРИТНІСТЬ"
"DOTA_Hero_Selection_INT"	"ІНТЕЛЕКТ"
"DOTA_Hero_Selection_STR_Good"	"СЯЙВО: СИЛА"
"DOTA_Hero_Selection_AGI_Good"	"СПРИТНІСТЬ"
"DOTA_Hero_Selection_INT_Good"	"ІНТЕЛЕКТ"
"DOTA_Hero_Selection_STR_Bad"	"ПІТЬМА: СИЛА"
"DOTA_Hero_Selection_AGI_Bad"	"СПРИТНІСТЬ"
"DOTA_Hero_Selection_INT_Bad"	"ІНТЕЛЕКТ"
"DOTA_Hero_Selection_Random"	"НАВМАННЯ"
"DOTA_Hero_Selection_Confirm"	"Обрати %s1"
"DOTA_Hero_Selection_Ban_Confirm"	"Блокувати %s1"
"DOTA_Hero_Selection_Pick_Confirm"	"Вибрати %s1"
"DOTA_Hero_Selection_Pick"	"ОБЕРІТЬ ГЕРОЯ №%d"
"DOTA_Hero_Selection_Ban"	"ОБЕРІТЬ БЛОК №%d"
"DOTA_Hero_Selection_Complete"	"ГОТОВО"
"DOTA_Hero_Selection_Instruction"	"Ви маєте %s1 на вибір героя."
"DOTA_Hero_Selection_Instruction_Other"	"Інші гравці обирають своїх героїв."
"DOTA_Hero_Selection_Filter_Starter"	"РЕКОМЕНДОВАНІ ДЛЯ ПОЧАТКІВЦІВ"
"DOTA_CombatLogHeading"	"ХРОНІКА ГРИ"
"DOTA_ToolTip_Ability"	"ЗДІБНІСТЬ:"
"DOTA_ToolTip_Ability_NoTarget"	"ненацілена"
"DOTA_ToolTip_Ability_Passive"	"пасивна"
"DOTA_ToolTip_Ability_AutoCast"	"автоматична"
"DOTA_ToolTip_Ability_Aura"	"аура"
"DOTA_ToolTip_Ability_Toggle"	"перемикається"
"DOTA_ToolTip_Ability_Target"	"націлена на істоту"
"DOTA_ToolTip_Ability_Point"	"націлена на точку"
"DOTA_ToolTip_Targeting"	"ДІЄ:"
"DOTA_ToolTip_Targeting_Enemy"	"на ворогів"
"DOTA_ToolTip_Targeting_EnemyHero"	"на ворожих героїв"
"DOTA_ToolTip_Targeting_Self"	"на себе"
"DOTA_ToolTip_Targeting_Allies"	"на союзників"
"DOTA_ToolTip_Targeting_Trees"	"на дерева"
"DOTA_ToolTip_Level"	"РІВЕНЬ"
"DOTA_Hero_Tooltip_Level"	"Рівня %s1"
"AbilityDuration"	"ТРИВАЛІСТЬ:"
"AbilityDamage"	"ШКОДА:"
"DOTA_Chat_Prompt"	"Написати:"
"dota_dashboard_players_online"	"НАРАЗІ В ГРІ: %s1"
"dota_dashboard_welcome"	"ВІТАЄМО В МЕРЕЖІ DOTA"
"dota_dashboard_actions"	"ДІЇ:"
"dota_dashboard_start_playing"	"ГРАТИ"
"dota_dashboard_action_matchmaking"	"ПОШУК МАТЧУ"
"dota_dashboard_action_matchmaking_label"	"грайте з людьми, майже такими ж вправними, як ви"
"dota_dashboard_action_private"	"ПРИВАТНИЙ"
"dota_dashboard_action_private_label"	"грайте в колі ваших друзів"
"dota_dashboard_action_ai"	"БОТИ"
"dota_dashboard_action_ai_label"	"грайте з ботами"
"dota_dashboard_action_tutorial"	"НАВЧАННЯ"
"dota_dashboard_action_tutorial_label"	"грайте з учителем"
"dota_dashboard_action_friends_game_label"	"друзів зараз у лобі"
"dota_dashboard_prepareresearch"	"ПІДГОТУЙСЯ/ДОВІДАЙСЯ"
"dota_dashboard_helpout"	"ДОПОМОЖИ"
"dota_dashboard_action_mentor"	"НАВЧИ"
"dota_dashboard_action_mentor_label"	"пригрій новачка, відповідай на його питання"
"dota_dashboard_action_contribute"	"ТВОРИ"
"dota_dashboard_action_contribute_label"	"напиши та оціни посібник для героя"
"dota_dashboard_start_learning"	"РОЗПОЧНИ НАВЧАННЯ:"
"dota_dashboard_heropedia"	"ДОТАПЕДІЯ"
"dota_dashboard_action_heroes"	"ГЕРОЇ"
"dota_dashboard_action_items"	"ПРЕДМЕТИ"
"dota_dashboard_action_replays"	"ПОВТОРИ"
"dota_dashboard_action_comma"	", "
"dota_dashboard_tips"	"ПОРАДИ"
"dota_dashboard_configure"	"НАЛАШТУВАТИ:"
"dota_dashboard_settings"	"Налаштування"
"dota_dashboard_quit"	"Вийти"
"dota_dashboard_profile"	"ВАШ ПРОФІЛЬ"
"dota_dashboard_chat"	"ЧАТ"
"dota_dashboard_community"	"ЧАТ"
"dota_dashboard_join_chat"	"ДОЛУЧИТИСЯ ДО КАНАЛУ"
"dota_dashboard_category_today"	"НОВИНИ"
"dota_dashboard_category_updates"	"ОНОВЛЕННЯ"
"dota_dashboard_category_play"	"ГРА"
"dota_dashboard_category_watch"	"ТРАНСЛЯЦІЇ"
"dota_dashboard_category_learn"	"БІБЛІОТЕКА"
"dota_dashboard_category_socialize"	"СПІЛЬНОТА"
"dota_profile_mini_title"	"ПРОФІЛЬ"
"dota_profile_mini_party"	"ГРУПА"
"dota_profile_mini_2"	"НЕЩОДАВНІ ГЕРОЇ"
"matchmaking_status_title"	"Стан пошуку матчу"
"matchmaking_status_text"	"Ваш матч готовий"
"matchmaking_ready_text"	"Готові %s1"
"matchmaking_player_afk"	"Гравець не готовий"
"matchmaking_player_cancel"	"Гравець відмовився"
"matchmaking_player_rematch"	"Пошук нових гравців"
"dota_ready_fail_return"	"Знайти інший матч?"
"matchmaking_label"	"Пошук матчу"
"matchmaking_wait_time"	"Приблизний час очікування: nnn"
"matchmaking_exp_geo"	"Пошук в інших регіонах"
"matchmaking_exp_skill"	"Пошук поза межами вашого рівня досвідченості"
"matchmaking_region_active"	"ОБРАНИЙ"
"matchmaking_region_inactive"	"НЕ ОБРАНИЙ"
"matchmaking"	"АКТИВНІ РЕГІОНИ"
"today_in_dota"	"НОВИНИ СВІТУ DOTA"
"matches_in_progress"	"КРАЩІ МАТЧІ НАЖИВО"
"findmatch"	"ЗНАЙТИ МАТЧ"
"players_online"	"ЗАРАЗ ГРАЄ"
"dota_profile_prestige"	"ПРЕСТИЖ"
"dota_profile_wins"	"ПЕРЕМОГ:"
"dota_profile_losses"	"ПОРАЗОК:"
"dota_profile_leaves"	"ПОКИНУТО:"
"dota_join_chat_channel_prompt"	"Канал:"
"dota_join_chat_channel_button"	"ДОЛУЧИТИСЯ"
"dota_join_chat_channel_name_header"	"Назва каналу"
"dota_join_chat_channel_startup_header"	"Долучення при запуску"
"dota_chat_party_tab"	"Група"
"dota_chat_lobby_tab"	"Лобі"
"dota_game_lobby_title"	"ЛОБІ ГРИ"
"dota_match_history"	"ЖУРНАЛ МАТЧІВ"
"dota_match_history_details"	"ПОДРОБИЦІ МАТЧУ"
"dota_match_history_win"	"ВИГРАШ"
"dota_match_history_loss"	"ПОРАЗКА"
"dota_match_history_back"	"ЗАКРИТИ"
"dota_match_history_Winner_GoodGuys"	"ПЕРЕМОЖЕЦЬ: Сяйво"
"dota_match_history_Winner_BadGuys"	"ПЕРЕМОЖЕЦЬ: Пітьма"
"page_previous"	"НАЗАД"
"page_next"	"ДАЛІ"
"page_counter"	"Стор. %s1"
"page_back"	"НАЗАД"
"dota_load_game_title"	"ЗАВАНТАЖЕННЯ ГРИ"
"dota_watch_replay"	"ДИВИТИСЯ ПОВТОР"
"dota_download_replay"	"ЗАВАНТАЖИТИ ПОВТОР"
"dota_replay_unavailable"	"ПОВТОР НЕДОСТУПНИЙ"
"dota_profile_show_match_history"	"ЖУРНАЛ МАТЧІВ"
"dota_persona_panel_title"	"ВІДОМОСТІ ПРО ГРАВЦЯ"
"dota_downloading_replay"	"Завантаження…"
"dota_num_players_searching"	"ШУКАЮЧИХ ГРАВЦІВ: %s1"
"dota_search_range"	"ОБЛАСТЬ ПОШУКУ"
"dota_num_matching_players"	"ПРИДАТНИХ ГРАВЦІВ: %s1 із 10"
"dota_cancel_match_find"	"СКАСУВАТИ ПОШУК"
"dota_reconnect_to_game"	"ПІДКЛЮЧИТИСЯ ЗНОВУ"
"dota_disconnect_game"	"ВІДКЛЮЧИТИСЯ"
"dota_match_game_ui"	"Параметри приватного лобі"
"dota_number_of_spectators"	"Кількість глядачів: %s1"
"dota_abandon_dialog_warning"	"Покинувши гру до її закінчення, ви можете зіпсувати матч для інших гравців."
"dota_play_matchmaking"	"ГРАТИ"
"dota_play_practice"	"ПРИВАТНИЙ МАТЧ"
"dota_play_tournament"	"ЗМАГАННЯ"
"dota_play_tutorial"	"НАВЧАННЯ"
"dota_watch_game"	"ДИВИТИСЯ"
"dota_play_matchmaking_desc"	"Знайдіть матч з гравцями відповідного рівня у вашому регіоні."
"dota_play_practice_desc"	"Створіть приватне лобі, щоб грати зі знайомими чи ботами."
"dota_play_tutorial_desc"	"Зіграйте з наставником або пройдіть навчання. "
"dota_play_tournament_desc"	"Знайдіть турнірний матч. "
"dota_play_leaver_left_label"	"Ви покинути попередній матч. Якщо стався збій чи втрата з’єднання, вам слід перепідключитися до гри. Покинутий матч матиме неприємні наслідки в майбутньому."
"dota_play_matchmaking_reconnect_hint"	"У разі аварійного завершення роботи клієнта або втрати з’єднання ви можете повернутися до гри. Якщо цього не зробити, ви зіпсуєте гру іншим."
"dota_play_find_match"	"Знайти матч"
"dota_play_welcome_title"	"Вітаємо в Dota 2"
"dota_play_welcome_text"	"Дякуємо за участь, ваші відгуки\nдопомагають нам покращити Dota 2. "
"DOTA_create_private_lobby"	"Введіть пароль для створення приватної гри (необов’язково)"
"DOTA_join_private_title"	"ДОЛУЧЕННЯ ДО ПРИВАТНОГО МАТЧУ"
"DOTA_join_private_desc"	"Введіть пароль (заданий господарем лобі), аби долучитися до цієї гри."
"DOTA_join_private_error1"	"Уведений пароль не збігається з тим, який зазначив господар лобі."
"dota_apply"	"ЗАСТОСУВАТИ"
"DOTA_Matchmaking_NoRegion_Error"	"Будь ласка, оберіть регіон для пошуку."
"DOTA_SelfCast_DoubleTap"	"Здібність на себе при подвійному виклику"
"DOTA_UniUnitOrder_Ctrl"	"Накази для всіх істот"
"DOTA_GameStartCountdown"	"Через %s1:%s2"
"DOTA_GameTime"	"%s1:%s2"
"DOTA_GamePreGame"	"Підготовка"
"find_match"	"Знайти матч"
"play_tutorial"	"Розпочати навчання"
"unlock_persona"	"Досягніть 2-го рівня, аби розблокувати інші особисті налаштування."
"dota_party_leader"	"Керівник групи"
"DOTA_UserMenu_Profile"	"Переглянути профіль Dota"
"DOTA_UserMenu_SteamProfile"	"Переглянути профіль Steam"
"DOTA_UserMenu_SendMessage"	"Надіслати повідомлення…"
"DOTA_UserMenu_PartyKick"	"Вигнати з групи"
"DOTA_UserMenu_PartyInvite"	"Запросити до групи"
"DOTA_UserMenu_PartySuggestInvite"	"Порадити запросити"
"DOTA_UserMenu_PartyLeave"	"Покинути групу"
"DOTA_UserMenu_Spectate"	"Дивитися гру"
"DOTA_InvitedToParty"	"%s1 запрошує вас до групи."
"DOTA_Invite_Accept"	"ПРИЙНЯТИ"
"DOTA_Invite_Decline"	"ВІДХИЛИТИ"
"DOTA_RP_INIT"	"У меню"
"DOTA_RP_WAIT_FOR_PLAYERS_TO_LOAD"	"%s1: чекає гравців"
"DOTA_RP_HERO_SELECTION"	"%s1: обирає героя"
"DOTA_RP_STRATEGY_TIME"	"%s1: обмірковує стратегію"
"DOTA_RP_PRE_GAME"	"%s1: готується до гри"
"DOTA_RP_GAME_IN_PROGRESS"	"%s1: грає в матчі"
"DOTA_RP_PLAYING_AS"	"%s1: %s3 %s2-го рівня"
"DOTA_RP_POST_GAME"	"%s1: у післяматчевій таблиці"
"DOTA_RP_DISCONNECT"	"%s1: відключається"
"DOTA_RP_SPECTATING"	"Дивиться матч"
"DOTA_ActivateGlyph"	"Зміцнити споруди"
"DOTA_PurchaseQuickbuy"	"Швидка купівля"
"DOTA_PurchaseSticky"	"Купівля закріпленого предмета"
"DOTA_Pause"	"Пауза"
"DOTA_Chat_Bot_RoamLane"	"Вертаюсь на %s1"
"DOTA_Chat_CantPause"	"Ви не можете призупиняти гру."
"DOTA_Chat_NoPausesLeft"	"У вас не залишилося доступних пауз."
"DOTA_Chat_CantPauseYet"	"Ви зможете призупиняти гру через %s1 с."
"DOTA_Chat_Paused"	"%s1 призупиняє гру."
"DOTA_Chat_Unpaused"	"%s1 поновлює гру."
"DOTA_Chat_YouPaused"	"Ви призупинили гру, залишилося спроб: %s1."
"DOTA_Chat_CantUnpauseTeam"	"Ви ще не можете поновити гру від імені цієї команди."
"DOTA_Winner_GoodGuys"	"Перемога Сяйва"
