"lang"
{
"Language"	"danish"
"[english]npc_dota_hero_life_stealer_bio"	"In the dungeons of Devarque, a vengeful wizard lay in shackles, plotting his escape. He shared his cell with a gibbering creature known as N'aix, a thief cursed by the Vile Council with longevity, so that its life-sentence for theft and cozening might be as punishing as possible. Over the years, its chains had corroded, along with its sanity; N'aix retained no memory of its former life and no longer dreamt of escape. Seeing a perfect vessel for his plans, the wizard wove a spell of Infestation and cast his life-force into N'aix's body, intending to compel N'aix to sacrifice itself in a frenzy of violence while the mage returned to his body and crept away unnoticed. Instead, the wizard found his mind caught in a vortex of madness so powerful that it swept away his plans and shattered his will. Jarred to consciousness by the sudden infusion of fresh life, N'aix woke from its nightmare of madness and obeyed the disembodied voice that filled its skull, which had only the one thought: To escape. In that moment Lifestealer was born. The creature cast its mind into dungeon guards and soldiers, compelling them to open locks and cut down their companions, opening an unobstructed path to freedom while feeding on their lives. Lifestealer still wears the broken shackles as a warning that none may hold him, but on the inside remains a prisoner. Two minds inhabit the single form--a nameless creature of malevolent cunning, and the Master whose voice he pretends to obey."
"npc_dota_hero_furion_bio"	"Da skovens gudinde, Verodicia, var blevet færdig med at fylde de grønne pladser ud, plante den oprullede ånd i frøet, lokke de slyngende vande ud fra stenenes dybder og få solen til at sværge sin fulde opmærksomhed til de voksende ting, indså hun, at hendes egen tid havde nået sin ende. Som et af bladene, hvis skæbne hun havde aftrykket i frøet, ville hun forsvinde, før hun ville kunne se sin drøm bære frugt. Det pinte hende at skulle forlade verden på sådan en berøvet måde, for hendes spirer havde stadig ikke brudt gennem jorden — og de ville være møre og sårbare over for enhver form for fare. Hun fandt et sidste frø i sin frø-pose, som hun havde overset da hun såede. Hun sagde et enkelt ord til frøet og slugte det, idet hun faldt til jorden. Hendes store krop blev nedbrudt gennem den lange vinter; hun blev mulden, der skulle fodre de unge planter til foråret. Og på forårsjævndøgnets morgen, før resten af skoven begyndte at vågne, modnede det sidste frø og bristede på et øjeblik. Ud af frøet trådte Nature's Prophet, i fuld udblomstring, stærk og vis, og i besiddelse af Verodicias kraft til at forudse, hvor der vil blive størst brug for ham til forsvar af de grønne områder — såvel som de der vil være heldige nok til, at kalde ham en allieret."
"[english]npc_dota_hero_furion_bio"	"When Verodicia, Goddess of the Woods, had finished filling in the green places, having planted the coiled-up spirit in the seed, having lured the twining waters from deep within the rock, having sworn the sun its full attention to the growing things, she realized that her own time had reached its end, and like one of the leaves whose fate she had imprinted in the seed, she would fall without seeing the fruiting of her dream. It pained her to leave the world bereft, for the sprouts had not yet broken through the soil--and they would be tender and vulnerable to every sort of harm. She found in her seed pouch one last seed that she had missed in the sowing. She spoke a single word into the seed and swallowed it as she fell. Her vast body decomposed throughout the long winter, becoming the humus that would feed the seedlings in the spring. And on the morning of the vernal equinox, before the rest of the forest had begun to wake, that last seed ripened and burst in an instant. From it stepped Nature's Prophet, in full leaf, strong and wise, possessing Verodicia's power to foresee where he would be needed most in defense of the green places--and any who might be fortunate enough to call him an ally."
"npc_dota_hero_windrunner_bio"	"De vestlige skove skjuler sine hemmeligheder godt. Én af disse er Lyralei: Mesterbueskytte i skovene og et foretrukket vindgudebarn. Lyralei, nu kendt som Windranger, mistede sin familie til en storm den nat, hun blev født — deres hus blev blæst ned af den hårde kuling; alt indholdet blæst i alle retninger. Kun den nyfødte overlevede blandt alle resterne af død og ødelæggelse. Under stilheden efter stormen lagde selve vinden mærke til det heldige spædbarn, som lå og græd i græsset. Vinden havde ondt af barnet og løftede hende op i himlen, hvor hun blev efterladt på dørtrinnet i en nærliggende landsby. I de følgende år vendte vinden af og til tilbage for at se til barnets liv; den så til på afstand, alt imens hun skærpede sine færdigheder. Nu, efter mange års træning, rammer Windranger sine mål helt præcist. Hun bevæger sig med en blændende hastighed, som om vinden altid skynder hende bag hendes ryg. Med en byge af pile nedslagter hun sine fjender; hun er næsten blevet en hel naturkraft i sig selv."
"[english]npc_dota_hero_windrunner_bio"	"The western forests guard their secrets well. One of these is Lyralei, master archer of the wood, and favored godchild of the wind.  Known now as Windranger, Lyralei's family was killed in a storm on the night of her birth--their house blown down by the gale, contents scattered to the winds. Only the newborn survived among the debris field of death and destruction.  In the quiet after the storm, the wind itself took notice of the lucky infant crying in the grass. The wind pitied the child and so lifted her into the sky and deposited her on a doorstep in a neighboring village.  In the years that followed, the wind returned occasionally to the child's life, watching from a distance while she honed her skills.  Now, after many years of training, Windranger fires her arrows true to their targets.  She moves with blinding speed, as if hastened by a wind ever at her back.  With a flurry of arrows, she slaughters her enemies, having become, nearly, a force of nature herself."
"npc_dota_hero_lion_bio"	"Lion, som engang var stormester i Dæmonheksetraditionens trolddom, vandt sin berømmelse blandt sine brødre ved at kæmpe på lyset og retfærdighedens side. Men overdreven godhed bliver hurtigt korrupt. Med kræfter, som kun blev overgået af hans egne ambitioner, blev han fristet af en dæmon og blev ond; han gav sin sjæl i bytte for præstige. Efter at have udført forfærdelige forbrydelser, som ødelagde hans sjæl, blev han forladt. Dæmonen forrådte ham ved at slå bedre handler af med hans fjender. Lions raseri var så stort, at han fulgte efter dæmonen tilbage til helvedet og myrdede den. Han rev alle lemmerne af den og tog dens dæmoniske hånd til sig. Men sådan en form for dæmonkirurgi har sin pris. Lion blev forvandlet i processen; hans krop omformet til noget uigenkendeligt. Han steg op fra helvede som levendegjort raseri. Han myrdede selv de, som engang havde kaldt ham herre, og han destruerede de lande, hvori han engang var elsket så højt. Han er nu den sidste tilbageværende udøver af Dæmonheksetraditionen, og de, som fremfører sig selv som hjælpere eller elever for ham, bliver hurtigt lettet for deres mana og båret væk af det mildeste vindstød."
"[english]npc_dota_hero_lion_bio"	"Once a Grandmaster of the Demon Witch tradition of sorcery, Lion earned fame among his brethren for fighting on the side of light and righteousness. But adulation corrupts. With powers surpassed only by his ambition, the mage was seduced by a demon and turned to evil, trading his soul for prestige. After committing horrible crimes that marred his soul, he was abandoned. The demon betrayed him, striking better deals with his enemies. Such was Lion's rage that he followed the demon back to hell and slew it, ripping it limb from limb, taking its demonic hand for his own. However, such demonoplasty comes at a cost. Lion was transfigured by the process, his body transformed into something unrecognizable. He rose from hell, rage incarnate, slaying even those who had once called him master, and laying waste to the lands where he had once been so adored. He survives now as the sole practitioner of the Demon Witch tradition, and those who present themselves as acolytes or students are soon relieved of their mana and carried off by the faintest gust of wind."
"npc_dota_hero_vengefulspirit_bio"	"Selv den mest tilfredse Skywrath er et hidsigt væsen, som er naturligt anlagt til at søge hævn på grund af den mindste fornærmelse. Men Vengeful Spirit er essensen af hævn. Shendelzare var engang en stolt og vild Skywrath-ætling. Hun var den første efterfølger af den Grufulde Ørnerede, indtil en søsters forræderi frarøvede hende sin fødselsret. Shendelzare blev fanget i et snigmorder-net, men brød fri på bekostning af sine vinger og måtte humpe væk på den mest ydmygende måde: Med sine ben. Da hendes vinger var knuste, vidste hun, at Skywrath aldrig ville acceptere hende som sin herskerinde; og på den øverste siddepind i ørnereden, utilgængelig uden bevinget flyvning, var hendes søster urørlig. Uvillig til at leve som en flyveløs krøbling, og med en lyst efter hævn meget større end nogen jordlig kraft, indgik den faldne prinsesse en aftale med gudinden Scree'auk: Hun overgav sin ødelagte krop i bytte for en udødelig form for åndelig energi, som var drevet af hævngerrighed og var i stand til at forvolde stor skade i det materielle plan. Hun tilbringer måske evigheden flyveløst, men hun skal nok få sin hævn."
"[english]npc_dota_hero_vengefulspirit_bio"	"Even the most contented Skywrath is an ill-tempered creature, naturally inclined to seek revenge for the slightest insult. But Vengeful Spirit is the essence of vengeance. Once a proud and savage Skywrath scion, Shendelzare was first in succession for the Ghastly Eyrie until a sister's treachery robbed her of her birthright. Snared in an assassin's net, Shendelzare tore free only at the cost of her wings, limping away in the ultimate humiliation: On foot. With her wings broken, she knew the Skywrath would never accept her as ruler; and in the highest roost of the Eyrie, inaccessible except by winged flight, her sister was untouchable. Unwilling to live as a flightless cripple, and desiring revenge far more than earthly power, the fallen princess drove a bargain with the goddess Scree'auk: She surrendered her broken body for an imperishable form of spirit energy, driven by vengeance, capable of doing great damage in the material plane. She may spend eternity flightless, but she will have her revenge."
"npc_dota_hero_witch_doctor_bio"	"En udholdende silhuet rykker sig fremad — ulige i træk og lemmer, bizar i sin gang. Ubøjeligt rejser han på tværs af slagmarken i sin søgen efter det afgørende svage punkt, hvor hans talenter kan udnyttes bedst og gøre mest skade. Uanset om han er i stykker eller altid har været deform, kan ingen betvivle den kraft, som bæres rundt i hans forvredne fysik. En lang stav dunker i jorden, når Zharvakko, bedre kendt som Witch Doctor, bevæger sig fremad og anvender et forfærdeligt arsenal bestående af feticher, forhekselser og besværgelser. Det er en krop lavet af magisk viden, som er blevet lært og forfinet igennem adskillige menneskealdre i højlandende på øen Arktura. Nu håndteres den med meget præcis nøjagtighed imod hans fjender. Zharvakko kan være din bedste ven eller din værste fjende — han heler sine allierede og hærger alle dem, som sætter sig op imod ham."
"[english]npc_dota_hero_witch_doctor_bio"	"A wiry silhouette hitches forward--uneven of feature and limb, bizarre of gait, relentlessly criss-crossing the battlefield in search of that vital weak point where his talents can do most good, and most harm. Whether broken or mismade it is not clear, but still, none can doubt the power carried in his twisted physique. A long staff thumps the earth as Zharvakko the Witch Doctor advances, deploying a terrifying arsenal of fetishes, hexes and spells.  It is a body of magical knowledge learned and perfected over several lifetimes in the island highlands of Arktura, now wielded with precision accuracy against his enemies. Zharvakko can be your best friend or your worst enemy--healing allies and laying waste to all who oppose him."
"npc_dota_hero_leshrac_bio"	"Leshrac, en forpint sjæl, er et væsen, som er revet af naturens hjerte; en liminel skabning som halvt eksisterer i ét eksistens-plan og halvt i et andet. Hans gennemtrængende intelligens gør, at han aldrig i et eneste øjeblik kan ignorere de pinende rædsler, der eksisterer i hjertet hos alle skabninger. Han var engang en stor filosof, som søgte efter selve eksistensens mening, og som følge heraf farede han ind i naturens dybder, hvor de hjemsøgte kronoptiske krystaller befandt sig. De hæslige mysterier, som blev afsløret for ham, har for evigt ændret ham. Nu oplyses de mørkeste dyb i hans indsigt kun af hans arrogances lunefulde stirren. Som andre elementære væsener, er han fuldstændig ét med naturen, men i hans tilfælde er der tale om en skummel og nederdrægtig natur. Kun han ser den onde sandhed om virkeligheden, og han har absolut ikke brug for dem, som tror at kosmos har en en speciel belønning reserveret til dem, som udøver velvilje."
"[english]npc_dota_hero_leshrac_bio"	"Leshrac, Tormented Soul, is an entity torn from the heart of nature, a liminal being that exists half in one plane of existence, half in another. His penetrating intelligence is such that he can never ignore for a moment the agonizing horror at the heart of all creation. Once a great philosopher who sought the meaning of existence, he plumbed the depths of nature with the haunted Chronoptic Crystals, and was forever altered by the hideous mysteries thereby revealed to him. Now the darkest depths of his enlightenment are illumined only by the fitful glare of his arrogance. Like other elemental characters, he is completely at one with nature, but in his case it is a nature lurid and vile. He alone sees the evil truth of reality, and has no use for those who believe the cosmos reserves a special reward for those who practice benevolence."
"npc_dota_hero_juggernaut_bio"	"Ingen har nogensinde set ansigtet gemt under masken, som tilhører Yurnero, Juggernaut. Det er udelukkende spekulation, hvorvidt han egentlig har et. For at have hånt en korrupt hersker blev Yurnero landsforvist fra den ældgamle Maske-ø — en straf, der reddede hans liv. Øen forsvandt kort tid efter under bølgerne en nat, hvor hævngerrig magi rasede. Han er den eneste, der er tilbage til at bære øens lange Juggernaut-tradition videre — en tradition baseret på ritualer og fægtning. Som den sidste udøver af kunsten er Yurneros selvsikkerhed og mod resultatet af endeløs øvelse; hans opfindsomme klingeudfoldelser beviser, at han aldrig er holdt op med at udfordre sig selv. Hans motiver er dog ligeså uigennemskuelige som hans udtryk. I forhold til at han er en helt, som har mistet alt hele to gange, kæmper han, som var sejren en konklusion, der er bestemt på forhånd."
"[english]npc_dota_hero_juggernaut_bio"	"No one has ever seen the face hidden beneath the mask of Yurnero the Juggernaut. It is only speculation that he even has one. For defying a corrupt lord, Yurnero was exiled from the ancient Isle of Masks--a punishment that saved his life. The isle soon after vanished beneath the waves in a night of vengeful magic. He alone remains to carry on the Isle's long Juggernaut tradition, one of ritual and swordplay. The last practitioner of the art, Yurnero's confidence and courage are the result of endless practice; his inventive bladework proves that he has never stopped challenging himself. Still, his motives are as unreadable as his expression. For a hero who has lost everything twice over, he fights as if victory is a foregone conclusion. "
"npc_dota_hero_pudge_bio"	"På det Endeløse Blodbads slagmark, stik syd fra Quoidge, arbejder en kraftig skikkelse utrætteligt gennem natten--her bliver slagmarkens faldne parteret, sprættet op og deres lemmer og lignende stablet, så området kan stå ryddet ved daggry. I dette forbandede område kan intet forrådne eller gå i opløsning; intet lig kan nogensinde komme tilbage til jorden, hvorfra det udsprang, uanset hvor dybt man graver graven. Omgivet af ådselsfugle, som behøver ham for at skære deres måltider ud i stykker af næbstørrelse, skærper slagteren Pudge sine færdigheder med klinger, som bliver skarpere, jo mere han bruger dem. Svirp, svirp, dunk. Kødet falder fra knoglen; sener og ledbånd skilles som vådt papir. Og selvom han altid havde haft en forkærlighed for slagtning, har Pudge igennem tiden tillige udviklet en forkærlighed for dets biprodukt. Han startede med en luns muskler her, et nip blod der... Inden længe jagede han sine kæber dybt ind i selv de stærkeste torsoer, som en hund, der gnaver indtil offeret er i laser. Selv de, som ikke frygter Manden med leen, frygter Slagteren."
"[english]npc_dota_hero_pudge_bio"	"In the Fields of Endless Carnage, far to the south of Quoidge, a corpulent figure works tirelessly through the night--dismembering, disembowelling, piling up the limbs and viscera of the fallen that the battlefield might be clear by dawn. In this cursed realm, nothing can decay or decompose; no corpse may ever return to the earth from which it sprang, no matter how deep you dig the grave. Flocked by carrion birds who need him to cut their meals into beak-sized chunks, Pudge the Butcher hones his skills with blades that grow sharper the longer he uses them. Swish, swish, thunk. Flesh falls from the bone; tendons and ligaments part like wet paper. And while he always had a taste for the butchery, over the ages, Pudge has developed a taste for its byproduct as well. Starting with a gobbet of muscle here, a sip of blood there...before long he was thrusting his jaws deep into the toughest of torsos, like a dog gnawing at rags. Even those who are beyond fearing the Reaper, fear the Butcher."
"npc_dota_hero_bane_bio"	"Når guderne har mareridt, er det Bane, Elementet, som bringer dem frem. Han går også under navnet Atropos. Bane blev født af gudinden Nyctashas midnatsrædsler; en rædslens kraft der er for mægtig til at blive behersket af søvnen. Han dukkede frem fra hendes slumren, blev næret af hendes udødelighed og stjal sin luftige skikkelse fra hendes blæksorte blod. Han er essensen af frygt. Dødelige, som hører hans stemme, hører deres mørkeste hemmeligheder hvisket i sine øre. Han anråber den skjulte frygt i enhver helts hjerte. Den vågne tilstand er ingen beskyttelse, for Banes mørke blod, som altid vil dryppe, er den tjære, som fanger hans fjender i mareridt. I Banes nærvær husker alle helte at frygte mørket."
"[english]npc_dota_hero_bane_bio"	"When the gods have nightmares, it is Bane Elemental who brings them.  Also known as Atropos, Bane was born from the midnight terrors of the goddess Nyctasha.  A force of terror too powerful to be contained by sleep, he surfaced from her slumbers, fed upon her immortality, and stole his vaporous form from her inky blood.  He is the essence of fear.  Mortals who hear his voice hear their darkest secrets whispered in their ear.  He calls to the hidden fear in every Hero's heart.  Wakefulness is no protection, for Bane's black blood, continuously dripping, is a tar that traps his enemies in nightmare.  In the presence of Bane, every Hero remembers to fear the dark."
"npc_dota_hero_earthshaker_bio"	"Som en golem eller en gargoil var Earthshaker ét med jorden, men går nu frit omkring på den. Modsat de andre genstande skabte han sig selv gennem en viljeshandling, og er ikke tjener af nogen anden herre. I sin rastløse slumren, indkapslet i en dyb fuge af sten, blev han opmærksom på det liv, som drev frit omkring ovenover ham selv. Han blev nysgerrig. Gennem en længere periode af jordrystelser, rystede Nishai-tinderne sig selv fri fra lavinerne. Floders retninger blev ændret, og dybe dale blev forvandlet til bundløse afgrunde. Da området endelig stoppede med at skælve, trådte Earthshaker ud af det dalende støv og kastede massive kampesten til side, som var de lette tæpper. Han havde formet sig selv som et dødeligt vilddyr, og kaldte sig Raigor Stenhov. Han er i stand til at bløde nu, han trækker vejret, og han kan altså dø. Men hans ånd er stadig jordlig; han bærer dens kræfter i det magiske totem, som aldrig forlader ham. Og den skønne dag, hvor han igen bliver til støv, vil jorden byde ham velkommen som en fortabt søn."
"[english]npc_dota_hero_earthshaker_bio"	"Like a golem or gargoyle, Earthshaker was one with the earth but now walks freely upon it. Unlike those other entities, he created himself through an act of will, and serves no other master. In restless slumbers, encased in a deep seam of stone, he became aware of the life drifting freely above him. He grew curious. During a season of tremors, the peaks of Nishai shook themselves loose of avalanches, shifting the course of rivers and turning shallow valleys into bottomless chasms. When the land finally ceased quaking, Earthshaker stepped from the settling dust, tossing aside massive boulders as if throwing off a light blanket. He had shaped himself in the image of a mortal beast, and named himself Raigor Stonehoof. He bleeds now, and breathes, and therefore he can die. But his spirit is still that of the earth; he carries its power in the magical totem that never leaves him. And on the day he returns to dust, the earth will greet him as a prodigal son."
"npc_dota_hero_sand_king_bio"	"Sandene i Scintillant Waste er i live og sansende — hele den enorme ørken snakker til sig selv; tænker tanker, som kun sådan en vidtstrakthed kan fatte. Men når dens behov må finde en måde at kommunikere med dem, som er af begrænset omfang, fylder den et værn af magisk rustning, lavet af den dygtige Djinn fra Qaldin, med frigjorte fragmenter af sig selv. Denne fundamentale identitet kalder sig selv for Crixalis, hvilket betyder 'Sandets sjæl', men andre kender den bedre som Sand King. Sand King antager et stort spindeldyrs form. Formen er inspireret af Scintillant Wastes små men allestedsnærværende beboere; og dette er et sandt udadgående udtryk for hans glubske natur. Vogter, kriger, ambassadør — Sand King er alle disse ting; uadskillelig fra den endeløse ørken, som gav ham livet."
"[english]npc_dota_hero_sand_king_bio"	"The sands of the Scintillant Waste are alive and sentient--the whole vast desert speaks to itself, thinking thoughts only such a vastness can conceive. But when it needs must find a form to communicate with those of more limited scope, it frees a fragment of itself, and fills a carapace of magic armor formed by the cunning Djinn of Qaldin. This essential identity calls itself Crixalis, meaning 'Soul of the Sand,' but others know it as Sand King.  Sand King takes the form of a huge arachnid, inspired by the Scintillant Waste's small but ubiquitous denizens; and this is a true outward expression of his ferocious nature. Guardian, warrior, ambassador--Sand King is all of these things, inseparable from the endless desert that gave him life."
"npc_dota_hero_nevermore_bio"	"Det siges at Nevermore, Shadow Fiend, har en poets sjæl, og faktisk... har han tusinder af dem. Igennem årene har han gjort krav på sjælene fra poeter, præster, kejsere, tiggere, slaver, filosofer, kriminelle og (naturligvis) helte; ingen form for sjæl undslipper ham. Hvad han gør med dem vides ikke. Ingen har nogensinde kigget ned i Afgrunden, hvorfra Nevermore rækker ud som en ål blandt astrale sten. Fortærer han dem én efter én? Monterer han dem langs hallerne i et sælsomt tempel, eller sylter han sjælene i en nekromantisk saltvandsopløsning? Er han blot en dukke, ført gennem dimensionskløften af en dæmonisk dukkefører? Sådan er hans ondskab - så intens er hans mørke aura - at intet rationelt sind kan trænge igennem. Der er selvfølgelig én helt sikker måde at finde ud af det på, hvis du virkelig gerne vil vide hvor de stjålne stjæle ender: Tilføj din sjæl til hans samling. Eller vent blot på Nevermore."
